Link Download Data.csv melalui Google Drive : https://drive.google.com/file/d/1vWSrtUl7p_IMncHl1r9tM5mihMhrzpYM/view?usp=sharing

,Account,Post,Tag,Likes,Comments
351,rdulof_shoping,,[],0,[]
352,rdulof_shoping,,[],0,[]
353,rdulof_shoping,,[],2,[]
354,rdulof_shoping,,[],0,[]
355,rdulof_shoping,,[],0,[]
356,rdulof_shoping,,[],2,[]
357,rdulof_shoping,,[],0,[]
358,rdulof_shoping,Real pict nya ni sis,[],1,[]
359,rdulof_shoping,,[],0,[]
360,rdulof_shoping,,[],0,[]
361,rdulof_shoping,,[],0,[]
362,rdulof_shoping,,[],1,[]
363,rdulof_shoping,Real pict,[],0,[]
364,rdulof_shoping,"atasan warna merah peplum model sabrina bahan wedges tebal bagus, kualitas bagus, merk nobby, detail silahkan liat di pict, size fit to M",[],0,[]
365,rdulof_shoping,,[],0,[]
366,rdulof_shoping,,[],0,[]
367,rdulof_shoping,,[],0,[]
368,rdulof_shoping,,[],0,[]
369,rdulof_shoping,,[],0,[]
370,rdulof_shoping,"Kaos wanita T-Shirt / Kaos
Pink 
#80k 
Cotton Combed 30s

Bahan Dijamin Adem

Sablon Tahan Lama

Untuk Berat Badan 40-65 KG

Nyaman Dipakai

Kaos Kekinian",['80k'],0,[]
371,rdulof_shoping,"Kaos wanita T-Shirt / Kaos
Pink 
#80k 
Cotton Combed 30s

Bahan Dijamin Adem

Sablon Tahan Lama

Untuk Berat Badan 40-65 KG

Nyaman Dipakai

Kaos Kekinian",['80k'],0,[]
372,rdulof_shoping,"Kaos wanita #60k
katun rayon Good Quality

Sablon Polyflex High Quality For Distro

Use Women

Size fit to L",['60k'],0,[]
373,rdulof_shoping,"Atasan Blouse wanita 
Spandek Fit to L
#75k",['75k'],1,[]
374,rdulof_shoping,"Atasan Blouse Muslim Amor 
Tunik Wanita 
#95k

All size fit to L (LD=100cm, 
Pjg depan = 63cm, 
Pjg belakang = 91cm)

Tunik bahan wolfis, Resleting depan",['95k'],0,[]
375,rdulof_shoping,"Tas import Batam 
#170k",['170k'],1,[]
376,rdulof_shoping,"New Arrivals Import Wallet - Alice Wallet
#110k

Desain dompet yang simple ini, sangat cocok dipakai / dijadikan sebagai dompet sehari-hari Anda. Dengan material PU Leather yang lembut, dompet ini sangat nyaman digunakan. Slot penyimpanan kartu yang rapi dan resleting slot yang terpisah, menjadikan dompet ini sangat gampang dalam penggunaannya (tidak ribet). Slot resleting yang cukup menampung uang kertas Anda dan dapat dijadikan untuk menyimpan HP ukuran kecil (tanpa case). Alice wallet cocok digunakan saat kerja atau hangout santai di kafe.

Tersedia 7 pilihan warna : Black, Navy, Grey, Hotpink,",['110k'],0,[]
377,rdulof_shoping,"Elegan Korea Fashion Style Kain Linen Renda
(import) 
#225k",['225k'],0,[]
378,rdulof_shoping,"Dress mini 
#98.900 
Bahan Spandex Soft

Fit to L

Motif Sablon

Panjang Dress 80 cm

Lingkar Dada 92 cm

Produk Lokal

Model trendy

Nyaman digunakan",['98.900'],0,[]
379,rdulof_shoping,"Dress mini 
#125k 
bahan babyterry tebal mix ktun jepang motif bunga asli busui dan lengan pjg fit to L",['125k'],0,[]
380,rdulof_shoping,Perbedaan dompet 95rb & 50rb digeserdigeser ,[],0,[]
381,rdulof_shoping,"Hijab + baju muslim 
#135k 
Minat 
Order sesuai format 
Nama :
Alamat lengkap :
No telpon :
Order :(brang&warna) kasih Wrna lain jika Wrna itu tdk ada",['135k'],1,[]
382,rdulof_shoping,"Hijab + baju muslim 
#140k 
Minat 
Order sesuai format 
Nama :
Alamat lengkap :
No telpon :
Order :(brang&warna) kasih Wrna lain jika Wrna itu tdk ada",['140k'],1,[]
383,rdulof_shoping,"1set baju anak 
3-5thn
#138k 
Minat 
Order sesuai format 
Nama :
Alamat lengkap :
No telpon :
Order :(brang&warna) kasih Wrna lain jika Wrna itu tdk ada",['138k'],0,[]
384,rdulof_shoping,"1set baju anak umur 3-5thn
# 138k

Minat 
Order sesuai format 
Nama :
Alamat lengkap :
No telpon :
Order :(brang&warna) kasih Wrna lain jika Wrna itu tdk ada",[],0,[]
385,rdulof_shoping,"Dompet Tipis Perempuan Harajuku
(Dompet import)
# 85k",[],0,[]
386,rdulof_shoping,"Dress Brukat bigsize (xl) 
# 195.000

DRESSLD 100-114P 103Scuba stretch + lace + resletingHARAP TULISKAN CADANGAN WARNA DI pesanan  YA :) #DRESSMIDI #DRESSSABRINA #DRESSMURAH #DRESSIMPORT #DRESSSEPAN #DRESSPESTA #DRESSGROSIR #DRESSPASTEL #DRESSBIGSIZE #DRESSJUMBO #DRESSIMPORT #DRESSBODYCON #DRESSLACE #DRESSZARA #DRESSPREMIUM #DRESSXL #DRESSIMLEK #DRESSSCUBA #DRESSBUNGA","['dressmidi', 'dresssabrina', 'dressmurah', 'dressimport', 'dresssepan', 'dresspesta', 'dressgrosir', 'dresspastel', 'dressbigsize', 'dressjumbo', 'dressimport', 'dressbodycon', 'dresslace', 'dresszara', 'dresspremium', 'dressxl', 'dressimlek', 'dressscuba', 'dressbunga']",2,[]
387,rdulof_shoping,"Dress Babol Salur - Spandek Fit to XL
# 125.000

Dress Babol salur Bahan Spandek,

Jahitan Bagus

Ukuran : fit xl ,

Deskripsi Baju : LD 100, pjg 90,

Warna : Hitam Putih",[],4,[]
388,rdulof_shoping,"Dress Tunik,, Harga : 106.000

Dress bahan spandek.

Panjang Baju: 98

Lingkar Dada: 100

Ukuran allsize, muat s/d fit XL.",[],0,[]
389,rdulof_shoping,"Dompet Lipat Kecil Wanita  Pandora Wallet (Peach)

Harga : 65k 
Tersedia 1 Slot Panjang Untuk Penyimpanan Uang Kertas

Tersedia 1 Slot Foto + 3 Slot Untuk Kartu

Tersedia 2 Slot Bisa Digunakan Untuk Penyimpanan Kartu Atau Uang Kertas (Uang Kertas Harus Dilipat Kecil)

Ukuran : 11 x 3 x 8 cm (Jika Dibuka Panjang Dompet = 13cm)",[],1,[]
390,rdulof_shoping,"Dompet wanita multifungsi (paket ponsel)  versi Jepang dan Korea
Harga : 100K
Ukr 5,2 inchi",[],0,[]
391,rdulof_shoping,"Dompet Gadis Korean Fashion Style (import)
Harga : 125 K",[],0,[]
392,rdulof_shoping,"Dompet wanita jims honey Anna
Harga : 95K
Terdapat 12 slot card
Terdapat 1 restleting memanjang
Bahan Saffiano
Ukr 9,5 x 19,5 x 2,5
Warna : Peach,black,soft pink,toska,navy,red,cream dan purple
#dompet#
#dompetmurah#
#dompetdiskon#
#dompetwanita#
#dompetunik#
#dompetsimple#","['dompet', 'dompetmurah', 'dompetdiskon', 'dompetwanita', 'dompetunik', 'dompetsimple']",0,[]
393,rdulof_shoping,Respon dn ranting sangat baik.. #goodjob,['goodjob'],0,[]
394,rdulof_shoping,"Converse all star II 
KONDISI : Baru
SIZE : 37 - 44

KEMASAN : Box Label Masing-masing Merk
STOK:Terbatas
KUALITAS : Premium Original BNIB (Made in Vietnam)
MODEL : Sesuai gambar

PENGIRIMAN :Via JNE,Pos

Konfirmasikan Terlebih Dahulu ketersediaan Barang Dan Size Karena Stok Barang+size Terbatas..Thank U",[],0,[]
395,rdulof_shoping,"Tas anti copet. 
Thebest seller bgt.. 50.000
Blm ongkir

Order sesuai format.. Nama :
Alamat lengkap :
No hp :
Order (warna dn kirim foto gmbr yg d pesan) :

Close  jm 20.00,,",[],0,[]
396,rdulof_shoping,"Thebest seller bgt.. 50.000
Blm ongkir

Order sesuai format.. Nama :
Alamat lengkap :
No hp :
Order (warna dn kirim foto gmbr yg d pesan) :

Close  jm 20.00,,",[],1,[]
397,rdulof_shoping,"Thebest seller bgt.. 50.000
Blm ongkir

Order sesuai format.. Nama :
Alamat lengkap :
No hp :
Order (warna dn kirim foto gmbr yg d pesan) :

Close  jm 20.00,,",[],0,[]
398,rdulof_shoping,89,[],0,[]
399,rdulof_shoping,94,[],0,[]
400,rdulof_shoping,81,[],2,[]
401,rdulof_shoping,97,[],0,[]
402,rdulof_shoping,93,[],0,[]
403,rdulof_shoping,75,[],0,[]
404,rdulof_shoping,87,[],0,[]
405,rdulof_shoping,80,[],0,[]
406,rdulof_shoping,83,[],0,[]
407,rdulof_shoping,100,[],0,[]
408,rdulof_shoping,85,[],0,[]
409,rdulof_shoping,80,[],0,[]
410,rdulof_shoping,85,[],0,[]
411,rdulof_shoping,87,[],0,[]
412,rdulof_shoping,85,[],2,[]
413,rdulof_shoping,145,[],0,[]
414,rdulof_shoping,95,[],0,[]
415,rdulof_shoping,95,[],0,[]
416,rdulof_shoping,,[],0,[]
417,rdulof_shoping,,[],0,[]
418,rdulof_shoping,"50k 
Order format 
Nama : 
Alamat lengkap :
No hp :
Order (hjb/gamis,  warna ukrn) :

Order admin : 082297492308 
Order sesuai format langsung d balas.. Di hrpkn ikut pengiriman hari ini.. Close Order jm 20.00",[],0,[]
419,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
420,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
421,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
422,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],1,[]
423,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
424,rdulof_shoping,"Slingbag .. 65.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
425,rdulof_shoping,"Slingbag .. 60.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
426,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
427,rdulof_shoping,"Slingbag Pita.. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],0,[]
428,rdulof_shoping,"Slingbag .. 50.000
Blm ongkir.

Order sesuai format .cepat diblas 

Wa admin : 085716692662",[],1,[]
429,rdulof_shoping,"55.000
Blm ongkir. 
Order? Sesuai Format fast Respon
 Nama :
 Alamat Lengkap (WJB kec,kab,kel, di cantumkan) :
 No Tlp :
 Orderan ( warna,jumplah ) :

_Pesan bisa langsung wa admin kami : 085716962662 _",[],0,[]
430,rdulof_shoping,"50.000
Blm ongkir. 
Order? Sesuai Format fast Respon
 Nama :
 Alamat Lengkap (WJB kec,kab,kel, di cantumkan) :
 No Tlp :
 Orderan ( warna,jumplah ) :

_Pesan bisa langsung wa admin kami : 085716962662 _",[],0,[]
431,rdulof_shoping,"50.000
Blm ongkir. 
Order? Sesuai Format fast Respon
 Nama :
 Alamat Lengkap (WJB kec,kab,kel, di cantumkan) :
 No Tlp :
 Orderan ( warna,jumplah ) :

_Pesan bisa langsung wa admin kami : 085716962662 _",[],0,[]
432,rdulof_shoping,"50.000
Blm ongkir. 
Order? Sesuai Format fast Respon
 Nama :
 Alamat Lengkap (WJB kec,kab,kel, di cantumkan) :
 No Tlp :
 Orderan ( warna,jumplah ) :

_Pesan bisa langsung wa admin kami : 085716962662 _",[],0,[]
433,rdulof_shoping,"50.000
Blm ongkir. 
Order? Sesuai Format fast Respon
 Nama :
 Alamat Lengkap (WJB kec,kab,kel, di cantumkan) :
 No Tlp :
 Orderan ( warna,jumplah ) :

_Pesan bisa langsung wa admin kami : 085716962662 _",[],0,[]
434,rdulof_shoping,"Slingbag 
55.000
Blm ongkir. 
Order? Sesuai Format fast Respon
 Nama :
 Alamat Lengkap (WJB kec,kab,kel, di cantumkan) :
 No Tlp :
 Orderan ( warna,jumplah ) :

_Pesan bisa langsung wa admin kami : 085716962662 _",[],0,[]
435,rdulof_shoping,"Digeser 
Promo bulan ini 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],0,[]
436,rdulof_shoping,"Digeser 
Promo bulan ini 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],0,[]
437,rdulof_shoping,"Mascara the One 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
Digeser 
#theone #mascarabagus #maskaramurah","['theone', 'mascarabagus', 'maskaramurah']",2,[]
438,rdulof_shoping,"Pensil alis
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],1,[]
439,rdulof_shoping,"Harga terbaikk bulan ini 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],1,[]
440,rdulof_shoping,"Discond bulan ini 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],0,[]
441,rdulof_shoping,"Discond bulan ini 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],1,[]
442,rdulof_shoping,"Discond bulan ini 
Hrga Blm ongkir 
Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662",[],2,[]
443,rdulof_shoping,"Discond bulan ini 
Farfume
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah :

Wa : 085716962662",[],1,[]
444,rdulof_shoping,"Lipstik 
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#lipstik #lipstickbagus","['lipstik', 'lipstickbagus']",2,[]
445,rdulof_shoping,"ORIFLAME
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#ORIFLAME",['oriflame'],1,[]
446,rdulof_shoping,"ORIFLAME
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#ORIFLAME",['oriflame'],0,[]
447,rdulof_shoping,"Tas simple
75.000
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#tascasual",['tascasual'],0,[]
448,rdulof_shoping,"Tas simple
75.000
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#tascasual",['tascasual'],0,[]
449,rdulof_shoping,"Sepatu simple
Discond (12-17februari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#sepatucasual
#sepatukerja
#sepatudiscond
#sepatulucu #sepatumurahbranded #sepatusimple #sepatubagus #sepatuberkualitas #sepatu #orderya","['sepatucasual', 'sepatukerja', 'sepatudiscond', 'sepatulucu', 'sepatumurahbranded', 'sepatusimple', 'sepatubagus', 'sepatuberkualitas', 'sepatu', 'orderya']",0,[]
450,rdulof_shoping,"Sepatu simple
Discond (12-17februari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#sepatucasual
#sepatukerja
#sepatudiscond
#sepatulucu #sepatumurahbranded #sepatusimple #sepatubagus #sepatuberkualitas #sepatu #orderya","['sepatucasual', 'sepatukerja', 'sepatudiscond', 'sepatulucu', 'sepatumurahbranded', 'sepatusimple', 'sepatubagus', 'sepatuberkualitas', 'sepatu', 'orderya']",0,[]
451,rdulof_shoping,"Sepatu simple
Discond (12-17februari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#sepatucasual
#sepatukerja
#sepatudiscond
#sepatulucu #sepatumurahbranded #sepatusimple #sepatubagus #sepatuberkualitas #sepatu #orderya","['sepatucasual', 'sepatukerja', 'sepatudiscond', 'sepatulucu', 'sepatumurahbranded', 'sepatusimple', 'sepatubagus', 'sepatuberkualitas', 'sepatu', 'orderya']",0,[]
452,rdulof_shoping,"Tas simple
Discond (12-17februari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#tasdiscond
#taslucu #tasmurahbranded #tassimple #tasbagus #tasberkualitas #tas #orderya","['tasdiscond', 'taslucu', 'tasmurahbranded', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",0,[]
453,rdulof_shoping,"Tas simple
Discond (12-17februari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#tasdiscond
#taslucu #tasmurahbranded #tassimple #tasbagus #tasberkualitas #tas #orderya","['tasdiscond', 'taslucu', 'tasmurahbranded', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",0,[]
454,rdulof_shoping,"Tas simple.
Discond (12-17fbruari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahbranded #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasmurahbranded', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",0,[]
455,rdulof_shoping,"Palomino 
Discond (12-17februari2018)
Hrga Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasbrandedmurah #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasbrandedmurah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",0,[]
456,rdulof_shoping,"Tas simple
65.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",1,[]
457,rdulof_shoping,"Tas simple
50.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",2,[]
458,rdulof_shoping,"Tas simple
50.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",1,[]
459,rdulof_shoping,"Tas simple
50.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",1,[]
460,rdulof_shoping,"Tas simple
50.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",1,[]
461,rdulof_shoping,"Dompet import bahan Kalep 
55.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#dompetimport
#dompetlucu #dompetmurahmeriah #dompetssimple #dompetbagus #dompetberkualitas #dompet #orderya","['dompetimport', 'dompetlucu', 'dompetmurahmeriah', 'dompetssimple', 'dompetbagus', 'dompetberkualitas', 'dompet', 'orderya']",1,[]
462,rdulof_shoping,"Dompet import bahan kalep
50.000 
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#dompetimport
#dompetlucu #dompetmurahmeriah #dompetssimple #dompetbagus #dompetberkualitas #dompet #orderya","['dompetimport', 'dompetlucu', 'dompetmurahmeriah', 'dompetssimple', 'dompetbagus', 'dompetberkualitas', 'dompet', 'orderya']",1,[]
463,rdulof_shoping,"55.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#dompetimport
#dompetlucu #dompetmurahmeriah #dompetssimple #dompetbagus #dompetberkualitas #dompet #orderya","['dompetimport', 'dompetlucu', 'dompetmurahmeriah', 'dompetssimple', 'dompetbagus', 'dompetberkualitas', 'dompet', 'orderya']",2,[]
464,rdulof_shoping,"45.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#dompetimport
#dompetlucu #dompetmurahmeriah #dompetssimple #dompetbagus #dompetberkualitas #dompet #orderya","['dompetimport', 'dompetlucu', 'dompetmurahmeriah', 'dompetssimple', 'dompetbagus', 'dompetberkualitas', 'dompet', 'orderya']",1,[]
465,rdulof_shoping,"60.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas  #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",1,[]
466,rdulof_shoping,"60.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas  #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",0,[]
467,rdulof_shoping,"60.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas  #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",0,[]
468,rdulof_shoping,"60.000
Blm ongkir  Format order 
Nama :
Alamat Lengkap :
Hp :
Warna : 
Jumlah : 
Wa : 085716962662 
#taslucu #tasmurahmeriah #tassimple #tasbagus #tasberkualitas #tas  #orderya","['taslucu', 'tasmurahmeriah', 'tassimple', 'tasbagus', 'tasberkualitas', 'tas', 'orderya']",1,[]
469,rdulof_shoping,,[],0,[]
470,isnaeni1993,,[],1,[]
471,isnaeni1993,,[],0,[]
472,isnaeni1993,,[],0,[]
473,isnaeni1993,,[],0,[]
474,isnaeni1993,,[],3,[]
475,isnaeni1993,vit.c injection,[],6,[]
476,isnaeni1993,bedak aprilskin,[],8,[]
477,isnaeni1993,,[],4,[]
478,isnaeni1993,cream penghilang daki,[],1,[]
479,isnaeni1993,slmmming hot cream,[],1,[]
480,isnaeni1993,hand n body serun fairy n pink,[],1,[]
481,isnaeni1993,madu penggemuk badan,[],0,[]
482,isnaeni1993,supplement penambah nafsu makan,[],2,[]
483,isnaeni1993,,[],0,[]
484,isnaeni1993,pembesar dan pengencang payudara,[],2,[]
485,isnaeni1993,cream stretmarck,[],1,[]
486,isnaeni1993,pemerah bibir,[],0,[]
487,isnaeni1993,paket hanasui lotion and sabun,[],1,[]
488,isnaeni1993,foundation naked,[],0,[]
489,isnaeni1993,parfum loundry,[],1,[]
490,isnaeni1993,led pengusir nyamuk,[],2,[]
491,isnaeni1993,,[],0,[]
492,isnaeni1993,behel lepas pasang,[],2,[]
493,isnaeni1993,dr.pure,[],1,[]
494,isnaeni1993,catok sisir ready,[],3,[]
495,arifwakhidi,,[],9,[]
496,arifwakhidi,Mlirik di pagi hari,[],19,[]
497,arifwakhidi,Ketemu saya di jamin murah,[],8,[]
498,arifwakhidi,Ketemu saya pasti murah,[],7,[]
499,arifwakhidi,COD guys,[],5,[]
500,arifwakhidi,Mau beli HP harga termurah yuk Sini,[],13,[]
501,arifwakhidi,"Cabang baru,  blm grand opening jualan oppo terus,, mudah mudahan lancar jaya",[],15,[]
502,arifwakhidi,Berangkat ngaji guys,[],19,"['Lemu ne', 'Arif Pernah lihat Youtube SB30?']"
503,arifwakhidi,,[],4,['Mosok??? Tenanee']
504,arifwakhidi,"Alhamdulillah 
Yang minat WA saja 08881906999",[],5,[]
505,arifwakhidi,Unboxing realme 3,[],7,"['', 'Azan disek mass hihihiii']"
506,arifwakhidi,,[],10,[]
507,arifwakhidi,,[],12,"['ikut program w aja,,ngapain ktempat ngegym makan biaya mahal bro..hehehe']"
508,arifwakhidi,"Makasih ya bu des,, udah nglarisin",[],9,[]
509,arifwakhidi,Asus Max pro M2 ram 6GB bosss yuuhh,[],4,[]
510,arifwakhidi,Note 5 2150 saja guys,[],5,[]
511,arifwakhidi,Yuh vivonya,[],4,[]
512,arifwakhidi,"Biar bisa ke Bali + dapet hadiah Samsung j2 core dong
#bisajadilebih 
#galaxyjseries 
#jadilebihmv","['bisajadilebih', 'galaxyjseries', 'jadilebihmv']",24,['Kaku bnget nyanyinya ']
513,arifwakhidi,"Warum marem 
Nasi gorenge enak
Harga bersahabat",[],19,"['Terima kasi kaka, ditunggu order selanjutnya kaka ']"
514,arifwakhidi,Dolalnanan reog hahaha,[],6,['Mbah tono di Jak dek Kon ngebeg']
515,arifwakhidi,,[],11,[]
516,arifwakhidi,,[],8,[]
517,arifwakhidi,Arka gagal mudik,[],5,[]
518,arifwakhidi,,[],9,[]
519,arifwakhidi,Iseng di pagi hari,[],13,[]
520,arifwakhidi,Baru liat live anakku nangis ampe keluar air mata,[],6,[]
521,arifwakhidi,,[],4,[]
522,arifwakhidi,Gotchaaaaa,[],6,[]
523,arifwakhidi,"Telah hadir tempat perbaikan gadget Graha Point Service purwokerto, Mudah Mudahan berkah dan mejadi awal yang bermanfaat",[],2,[]
524,arifwakhidi,Wake up brooo,[],6,[]
525,arifwakhidi,Arka Lagi main ma kakungnya,[],3,[]
526,arifwakhidi,Bla bla bla,[],3,[]
527,arifwakhidi,,[],7,[]
528,arifwakhidi,Dapet oleh oleh,[],3,"['Om,xiomi 3 saiki hargane piro??', '1650 bu']"
529,arifwakhidi,Oleh oleh dari workshop..,[],4,[]
530,arifwakhidi,Workshop ADVAN dan TELKOMSEL untuk merahkan INDONESIA,[],4,"['wah mantab banget fotonya kak , jadi pingin juga']"
531,arifwakhidi,Hari pertama bisa tengkurep ma neneknya.. semangat,[],5,[]
532,arifwakhidi,Suuuut...Anak lanang baru bobo..,[],9,[]
533,arifwakhidi,Sembuh dari anget,[],4,[]
534,ds284544,Mohon maaf lahir batin,[],6,[]
535,ds284544,,[],2,[]
536,ds284544,,[],32,"['Anak Lo mirip kayak firman ded kalo diliat liat hahahaha', 'Follow dan bantu 3k jak']"
537,ds284544,Pinter banget sii dhefin,[],8,[]
538,ds284544,,[],5,[]
539,ds284544,Sii bulet,[],21,"['follbackya', 'Namanya siapa, Salam kenal ya, like back dan follback ya', 'Mbut nya']"
540,ds284544,Kelakuan Mayasari.. hehehe,[],25,['Mbutnya ']
541,ds284544,,[],26,"['Mbutnya lucu ', 'Yaa lucu kan mbutnya']"
542,ds284544,Sii ganteng ayah,[],20,"['Mirip paasep ded hahaha', 'Mbutnya kok gitu yaa']"
543,ds284544,,[],32,['Mbut nya pada lucu2']
